COMPOSER,TITLE,PATH
Johann Sebastian Bach,"Prelude and Fugue in E-flat Major, WTC II, BWV 876",2011/MIDI-Unprocessed_13_R1_2011_MID--AUDIO_R1-D5_02_Track02_wav.midi
Johann Sebastian Bach,"Prelude and Fugue in E-flat Minor WTC I, BWV 853",2017/MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in E-flat Minor, WTC I, BWV 853",2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_14_R1_2015_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in F Major, WTC I, BWV 856",2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_06_R1_2015_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in F Major, WTC II",2008/MIDI-Unprocessed_16_R1_2008_01-04_ORIG_MID--AUDIO_16_R1_2008_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in F Major, WTC II, BWV 880",2017/MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in F Minor, WTC I",2008/MIDI-Unprocessed_11_R1_2008_01-04_ORIG_MID--AUDIO_11_R1_2008_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in F Minor, WTC I, BWV 857",2011/MIDI-Unprocessed_05_R1_2011_MID--AUDIO_R1-D2_08_Track08_wav.midi
Johann Sebastian Bach,"Prelude and Fugue in F-sharp Major, WTC I, BWV 858",2011/MIDI-Unprocessed_07_R1_2011_MID--AUDIO_R1-D3_02_Track02_wav.midi
Johann Sebastian Bach,"Prelude and Fugue in F-sharp Minor, WTC II",2008/MIDI-Unprocessed_05_R1_2008_01-04_ORIG_MID--AUDIO_05_R1_2008_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in F-sharp Minor, WTC II , BWV 883",2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_10_R1_2015_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in F-sharp Minor, WTC II, BWV 883",2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_06_R1_2013_wav--2.midi
Johann Sebastian Bach,"Prelude and Fugue in G Major, WTC I",2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in G Major, WTC I, BWV 860",2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in G Major, WTC II, BWV 884",2017/MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in G Minor, WTC II",2008/MIDI-Unprocessed_04_R1_2008_01-04_ORIG_MID--AUDIO_04_R1_2008_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in G Minor, WTC II,  BWV 885",2011/MIDI-Unprocessed_20_R1_2011_MID--AUDIO_R1-D8_02_Track02_wav.midi
Johann Sebastian Bach,"Prelude and Fugue in G Minor, WTC II, BWV 885",2011/MIDI-Unprocessed_22_R1_2011_MID--AUDIO_R1-D8_12_Track12_wav.midi
Johann Sebastian Bach,"Prelude and Fugue in G-sharp Minor, WTC I, BWV 863",2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in G-sharp Minor, WTC II, BWV 887",2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_03_R1_2015_wav--1.midi
Johann Sebastian Bach,Prelude from English Suite No. 3 in G Major,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_16_R1_2013_wav--1.midi
Johann Sebastian Bach,"Prelude from English Suite No. 6 in D Minor, BWV 811",2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--1.midi
Johann Sebastian Bach,"Prelude from the English Suite No. 1 in A Major, BWV 806",2011/MIDI-Unprocessed_02_R1_2011_MID--AUDIO_R1-D1_08_Track08_wav.midi
Johann Sebastian Bach,"Prelude from the English Suite No. 2 in A Minor, BWV 807",2011/MIDI-Unprocessed_17_R1_2011_MID--AUDIO_R1-D7_02_Track02_wav.midi
Johann Sebastian Bach,Prelude from the English Suite No. 6,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_19_R1_2013_wav--1.midi
Johann Sebastian Bach,"Prelude from the English Suite No. 6 in D Minor, BWV 811",2011/MIDI-Unprocessed_10_R1_2011_MID--AUDIO_R1-D4_02_Track02_wav.midi
Johann Sebastian Bach,"Toccata from Partita No. 6 in E Minor, Missing Opening!!!!",2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_06_R1_2014_wav--1.midi
Johann Sebastian Bach,"Toccata in C Minor, BWV 911",2014/MIDI-UNPROCESSED_19-20_R1_2014_MID--AUDIO_19_R1_2014_wav--1.midi
Johann Sebastian Bach,"Toccata in E Minor, BWV 914",2008/MIDI-Unprocessed_12_R2_2008_01-04_ORIG_MID--AUDIO_12_R2_2008_wav--1.midi
"Johann Sebastian Bach, Egon Petri",Sheep May Safely Graze,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_18_R1_2013_wav--4.midi
"Johann Sebastian Bach, Egon Petri","Sheep May Safely Graze, from Bach's Birthday Cantata",2004/MIDI-Unprocessed_XP_14_R1_2004_01-03_ORIG_MID--AUDIO_14_R1_2004_01_Track01_wav.midi
"Johann Sebastian Bach, Ferruccio Busoni","Wachet  auf, ruft uns die Stimme' BWV 645",2004/MIDI-Unprocessed_XP_10_R1_2004_01-02_ORIG_MID--AUDIO_10_R1_2004_01_Track01_wav.midi
"Johann Sebastian Bach, Ferruccio Busoni",Chaconne BWV1004,2006/MIDI-Unprocessed_07_R1_2006_01-04_ORIG_MID--AUDIO_07_R1_2006_01_Track01_wav.midi
"Johann Sebastian Bach, Ferruccio Busoni",Chaconne in D Minor,2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--7.midi
"Johann Sebastian Bach, Ferruccio Busoni","Chaconne in D Minor, BWV 1004",2004/MIDI-Unprocessed_SMF_13_01_2004_01-05_ORIG_MID--AUDIO_13_R1_2004_02_Track02_wav.midi
"Johann Sebastian Bach, Ferruccio Busoni",Toccata in DMin.,2006/MIDI-Unprocessed_21_R1_2006_01-04_ORIG_MID--AUDIO_21_R1_2006_01_Track01_wav.midi
"Johann Sebastian Bach, Franz Liszt","Prelude and Fugue in A Minor, S.462/1",2011/MIDI-Unprocessed_25_R3_2011_MID--AUDIO_R3-D9_02_Track02_wav.midi
"Johann Sebastian Bach, Franz Liszt",Var. on BACH,2006/MIDI-Unprocessed_20_R1_2006_01-04_ORIG_MID--AUDIO_20_R1_2006_01_Track01_wav.midi
"Johann Sebastian Bach, Myra Hess","Jesu, Joy of Man’s Desiring, BWV 147",2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_05_R1_2014_wav--2.midi
"Johann Strauss, Alfred Grünfeld","Soiree de Vienne, Op. 56 (Concert Paraphrase on the overture from Die Fledermaus)",2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_21_R1_2015_wav--5.midi
Johannes Brahms,"16 Waltzes, Op. 39",2004/MIDI-Unprocessed_XP_14_R1_2004_01-03_ORIG_MID--AUDIO_14_R1_2004_03_Track03_wav.midi
Johannes Brahms,Fantasias Op. 116 (Selections),2017/MIDI-Unprocessed_074_PIANO074_MID--AUDIO-split_07-08-17_Piano-e_2-04_wav--3.midi
Johannes Brahms,Fantasien Op.116,2006/MIDI-Unprocessed_02_R1_2006_01-04_ORIG_MID--AUDIO_02_R1_2006_02_Track02_wav.midi
Johannes Brahms,"Fantasies, Op. 116 No. 7 ",2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_01_R1_2014_wav--3.midi
Johannes Brahms,Intermezzo Op. 118 No. 6 in E-flat Minor,2008/MIDI-Unprocessed_11_R1_2008_01-04_ORIG_MID--AUDIO_11_R1_2008_wav--3.midi
Johannes Brahms,Intermezzos Op. 119,2018/MIDI-Unprocessed_Chamber3_MID--AUDIO_10_R3_2018_wav--2.midi
Johannes Brahms,"Paganini Variations, Op. 35 Book 2",2017/MIDI-Unprocessed_054_PIANO054_MID--AUDIO-split_07-07-17_Piano-e_1-02_wav--4.midi
Johannes Brahms,"Paganini Variations, Op. 35 Book II",2008/MIDI-Unprocessed_13_R1_2008_01-04_ORIG_MID--AUDIO_13_R1_2008_wav--4.midi
Johannes Brahms,"Paganini Variations, Op. 35 Books I and II",2009/MIDI-Unprocessed_20_R1_2009_06-07_ORIG_MID--AUDIO_20_R1_2009_20_R1_2009_06_WAV.midi
Johannes Brahms,Rhapsody Op. 79 No. 1 in B minor,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_14_R1_2015_wav--3.midi
Johannes Brahms,"Six Pieces for Piano, Op. 118",2013/ORIG-MIDI_03_7_10_13_Group_MID--AUDIO_17_R3_2013_wav--3.midi
Johannes Brahms,"Sonata 2 F-sharp Minor, Op. 2",2009/MIDI-Unprocessed_15_R1_2009_01-02_ORIG_MID--AUDIO_15_R1_2009_15_R1_2009_02_WAV.midi
Johannes Brahms,Sonata No. 1,2006/MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_03_Track03_wav.midi
Johannes Brahms,"Sonata No. 1 in C Major, Op. 1",2009/MIDI-Unprocessed_09_R1_2009_05-06_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_05_WAV.midi
Johannes Brahms,"Sonata No. 3 in F Minor, Op. 5",2009/MIDI-Unprocessed_18_R1_2009_04_ORIG_MID--AUDIO_18_R1_2009_18_R1_2009_04_WAV.midi
Johannes Brahms,Sonata Op. 5,2006/MIDI-Unprocessed_12_R1_2006_01-08_ORIG_MID--AUDIO_12_R1_2006_01_Track01_wav.midi
Johannes Brahms,"Sonata in F Minor, Op. 5",2004/MIDI-Unprocessed_SMF_07_R1_2004_01_ORIG_MID--AUDIO_07_R1_2004_02_Track02_wav.midi
Johannes Brahms,"Variations and Fugue on the Theme of Händel, Op. 24",2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_11_R1_2014_wav--3.midi
Johannes Brahms,"Variations and Fugue on the theme of Handel, Op. 24",2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_05_R1_2018_wav--2.midi
Johannes Brahms,"Variations on a Theme by Paganini, Op. 35 Book II",2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_13_R1_2015_wav--5.midi
Johannes Brahms,"Variations on a Theme by Paganini, Op. 35, Book II",2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_07_R2_2013_wav--1.midi
Johannes Brahms,"Variations on a Theme by Paganini, Op. 35, Volumes 1 & 2",2004/MIDI-Unprocessed_XP_04_R1_2004_01-02_ORIG_MID--AUDIO_04_R1_2004_01_Track01_wav.midi
Johannes Brahms,Variations on a theme by Paganini (Books I & II),2004/MIDI-Unprocessed_XP_15_R1_2004_01-02_ORIG_MID--AUDIO_15_R1_2004_02_Track02_wav.midi
Joseph Haydn,Andante w/Var.,2006/MIDI-Unprocessed_08_R1_2006_01-04_ORIG_MID--AUDIO_08_R1_2006_Disk1_02_Track02_wav.midi
Joseph Haydn,"Piano Sonata in C major, Hob. XVI:50 ",2014/MIDI-UNPROCESSED_19-20_R1_2014_MID--AUDIO_20_R1_2014_wav--1.midi
Joseph Haydn,Son. Hob. XVI:32,2006/MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_02_Track02_wav.midi
Joseph Haydn,Son. Hob. XVI:39,2006/MIDI-Unprocessed_23_R1_2006_01-05_ORIG_MID--AUDIO_23_R1_2006_02_Track02_wav.midi
Joseph Haydn,Son. Hob. XVI:52,2006/MIDI-Unprocessed_02_R1_2006_01-04_ORIG_MID--AUDIO_02_R1_2006_01_Track01_wav.midi
Joseph Haydn,"Sonata E-Flat Major, Hob. XVI:49, First Movement",2011/MIDI-Unprocessed_04_R1_2011_MID--AUDIO_R1-D2_03_Track03_wav.midi
Joseph Haydn,"Sonata in A-Flat Major, Hob. XVI:46, I. Allegro moderato",2017/MIDI-Unprocessed_042_PIANO042_MID--AUDIO-split_07-06-17_Piano-e_1-02_wav--3.midi
Joseph Haydn,"Sonata in A-flat Major, Hob. XVI: 46, I. Allegro moderato",2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_19_R1_2015_wav--2.midi
Joseph Haydn,"Sonata in A-flat Major, No. 31 Hob. XVI:46, 1st mov.",2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_10_R1_2013_wav--2.midi
Joseph Haydn,"Sonata in B-flat Major, Hob.XVI:41",2011/MIDI-Unprocessed_03_R3_2011_MID--AUDIO_R3-D1_02_Track02_wav.midi
Joseph Haydn,"Sonata in C Major, Hob. XVI/50",2009/MIDI-Unprocessed_12_R1_2009_03-05_ORIG_MID--AUDIO_12_R1_2009_12_R1_2009_03_WAV.midi
Joseph Haydn,"Sonata in C Major, Hob. XVI: 50, I. Allegro",2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_15_R1_2015_wav--3.midi
Joseph Haydn,"Sonata in C Major, Hob. XVI:48 ",2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_08_R1_2014_wav--1.midi
Joseph Haydn,"Sonata in C Major, Hob. XVI:50",2004/MIDI-Unprocessed_SMF_13_01_2004_01-05_ORIG_MID--AUDIO_13_R1_2004_08_Track08_wav.midi
Joseph Haydn,"Sonata in C Major, Hob. XVI:50, 1st mov.",2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_04_R1_2013_wav--2.midi
Joseph Haydn,"Sonata in C Major, Hob. XVI:50, First Movement",2008/MIDI-Unprocessed_04_R1_2008_01-04_ORIG_MID--AUDIO_04_R1_2008_wav--2.midi
Joseph Haydn,"Sonata in C Minor, First Movement",2008/MIDI-Unprocessed_12_R1_2008_01-04_ORIG_MID--AUDIO_12_R1_2008_wav--1.midi
Joseph Haydn,"Sonata in C Minor, Hob. XVI:20, 1st mov.",2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--2.midi
Joseph Haydn,"Sonata in C major, Hob. XVI: 50",2018/MIDI-Unprocessed_Recital8_MID--AUDIO_08_R1_2018_wav--1.midi
Joseph Haydn,"Sonata in D Major, Hob. XVI:24",2004/MIDI-Unprocessed_XP_19_R1_2004_01-02_ORIG_MID--AUDIO_19_R1_2004_01_Track01_wav.midi
Joseph Haydn,"Sonata in E Major, Hob. XVI:31, First Movement",2008/MIDI-Unprocessed_13_R1_2008_01-04_ORIG_MID--AUDIO_13_R1_2008_wav--2.midi
Joseph Haydn,"Sonata in E flat Major, Hob. XVI: 49, I. Allegro",2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_04_R1_2015_wav--2.midi
Joseph Haydn,"Sonata in E-flat Major, Hob. XVI: 52, I. Allegro",2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_14_R1_2015_wav--2.midi
Joseph Haydn,"Sonata in E-flat Major, Hob. XVI:52, 1st mov.",2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--2.midi
Joseph Haydn,"Sonata in E-flat Major, Hob. XVI:52, First Movement",2008/MIDI-Unprocessed_16_R1_2008_01-04_ORIG_MID--AUDIO_16_R1_2008_wav--2.midi
Joseph Haydn,"Sonata in E-flat major, Hob. XVI:52, I. Allegro",2017/MIDI-Unprocessed_054_PIANO054_MID--AUDIO-split_07-07-17_Piano-e_1-02_wav--2.midi
Joseph Haydn,"Sonata in F Major, Hob. XVI:23",2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--1.midi
Joseph Haydn,"Sonata in G Major, Hob. XVI:6, First Movement",2011/MIDI-Unprocessed_05_R1_2011_MID--AUDIO_R1-D2_10_Track10_wav.midi
Joseph Haydn,"Sonata in in F Major, Hob. XVI: 23, I. Allegro moderato",2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--2.midi
Leoš Janáček,In the Mists,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_10_R1_2018_wav--1.midi
Leoš Janáček,"In the Mists, I. Andante  ",2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_19_R1_2015_wav--4.midi
Leoš Janáček,Piano Sonata 1. X. 1905 From the Street,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--4.midi
Leoš Janáček,Sonata 1.x.1905 On the Streets,2009/MIDI-Unprocessed_10_R1_2009_03-05_ORIG_MID--AUDIO_10_R1_2009_10_R1_2009_04_WAV.midi
Ludwig van Beethoven,"15 Variations and Fugue in Eb on an Original Theme ('Eroica Variations'), Op.35",2004/MIDI-Unprocessed_SMF_13_01_2004_01-05_ORIG_MID--AUDIO_13_R1_2004_05_Track05_wav.midi
Ludwig van Beethoven,"Andante favori in F Major, WoO 57",2018/MIDI-Unprocessed_Chamber6_MID--AUDIO_20_R3_2018_wav--1.midi
Ludwig van Beethoven,Bagatelles Op126,2006/MIDI-Unprocessed_11_R1_2006_01-06_ORIG_MID--AUDIO_11_R1_2006_02_Track02_wav.midi
Ludwig van Beethoven,"Bagatelles, Op. 126 ",2014/MIDI-UNPROCESSED_04-08-12_R3_2014_MID--AUDIO_12_R3_2014_wav--1.midi
Ludwig van Beethoven,"Bagtellen, Op.126",2009/MIDI-Unprocessed_10_R1_2009_01-02_ORIG_MID--AUDIO_10_R1_2009_10_R1_2009_02_WAV.midi
Ludwig van Beethoven,"Eroica Variations, Op. 35",2004/MIDI-Unprocessed_XP_10_R1_2004_01-02_ORIG_MID--AUDIO_10_R1_2004_02_Track02_wav.midi
Ludwig van Beethoven,"Fantasia, Op. 77",2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--1.midi
Ludwig van Beethoven,"Rondo a capriccioso Rage over a Lost Penny, Op. 129",2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--3.midi
Ludwig van Beethoven,"Rondo, Op. 129",2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--2.midi
Ludwig van Beethoven,"Sonata No. 10 in G Major, Op. 14 No. 2, First Movement",2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_13_Track13_wav.midi
Ludwig van Beethoven,"Sonata No. 11 in B-flat Major, Op. 22, I. Allegro con brio",2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_03_R1_2015_wav--3.midi
Ludwig van Beethoven,"Sonata No. 11 in E-flat Major, Op. 22 ",2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_16_R1_2014_wav--2.midi
Ludwig van Beethoven,"Sonata No. 11, Op. 22 in B-flat Major, I. Allegro con brio",2017/MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--3.midi
Ludwig van Beethoven,"Sonata No. 12 in A-flat Major, Op. 26, First Movement",2008/MIDI-Unprocessed_06_R1_2008_01-04_ORIG_MID--AUDIO_06_R1_2008_wav--2.midi
Ludwig van Beethoven,"Sonata No. 15 in D Major, Op. 28, I. Allegro",2017/MIDI-Unprocessed_044_PIANO044_MID--AUDIO-split_07-06-17_Piano-e_1-04_wav--2.midi
Ludwig van Beethoven,"Sonata No. 16 Op. 31 No. 1 in G Major, I. Allegro vivace",2017/MIDI-Unprocessed_046_PIANO046_MID--AUDIO-split_07-06-17_Piano-e_2-02_wav--2.midi
Ludwig van Beethoven,"Sonata No. 16 in G Major, Op. 31 No. 1, First Movement",2008/MIDI-Unprocessed_05_R1_2008_01-04_ORIG_MID--AUDIO_05_R1_2008_wav--2.midi
Ludwig van Beethoven,"Sonata No. 16 in G Major, Op. 31 No. 1, I. and II. ",2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_06_R1_2015_wav--2.midi
Ludwig van Beethoven,"Sonata No. 17 in D Minor, Op. 31 No. 2, 1st Movement",2011/MIDI-Unprocessed_19_R1_2011_MID--AUDIO_R1-D7_13_Track13_wav.midi
Ludwig van Beethoven,"Sonata No. 17 in D Minor, Op. 31 No. 2, First Movement",2011/MIDI-Unprocessed_08_R1_2011_MID--AUDIO_R1-D3_08_Track08_wav.midi
Ludwig van Beethoven,"Sonata No. 17 in D minor, Op. 31 No. 2, 1st mov.",2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_08_R1_2013_wav--2.midi
Ludwig van Beethoven,"Sonata No. 17, Op. 31 No. 2 in D Minor Tempest, I. Largo-Allegro",2017/MIDI-Unprocessed_050_PIANO050_MID--AUDIO-split_07-06-17_Piano-e_3-01_wav--2.midi
Ludwig van Beethoven,"Sonata No. 18 in E-flat Major, Op. 31 No. 3, First Movement",2008/MIDI-Unprocessed_09_R1_2008_01-05_ORIG_MID--AUDIO_09_R1_2008_wav--2.midi
Ludwig van Beethoven,"Sonata No. 18 in E-flat Major, Op. 31, No. 3 ",2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_04_R1_2014_wav--2.midi
Ludwig van Beethoven,"Sonata No. 18, Op. 31 No. 3 in E-flat Major, I. Allegro",2017/MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--2.midi
Ludwig van Beethoven,"Sonata No. 21 in  C Major, Op. 53",2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_01_WAV.midi
Ludwig van Beethoven,"Sonata No. 21 in C Major, Op. 53",2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_18_R1_2018_wav--1.midi
Ludwig van Beethoven,"Sonata No. 21 in C Major, Op. 53, Waldstein, First Movement",2011/MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_08_Track08_wav.midi
Ludwig van Beethoven,"Sonata No. 21 in C Major, Op. 53, 1st mov.",2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--2.midi
Ludwig van Beethoven,"Sonata No. 21 in C Major, Op. 53, First Movement",2008/MIDI-Unprocessed_15_R1_2008_01-04_ORIG_MID--AUDIO_15_R1_2008_wav--2.midi
Ludwig van Beethoven,"Sonata No. 21 in C Major, Op. 53, I. Allegro con brio",2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_07_R1_2015_wav--2.midi
Ludwig van Beethoven,"Sonata No. 21 in C major, Op. 53, “Waldstein,” I. Allegro con brio",2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_03_R1_2014_wav--3.midi
Ludwig van Beethoven,"Sonata No. 21, Op. 53, Waldstein, I. Allegro con brio",2017/MIDI-Unprocessed_041_PIANO041_MID--AUDIO-split_07-06-17_Piano-e_1-01_wav--2.midi
Ludwig van Beethoven,"Sonata No. 23 in F Minor, Op. 57 Appassionata, First Movement",2008/MIDI-Unprocessed_03_R1_2008_01-04_ORIG_MID--AUDIO_03_R1_2008_wav--2.midi
Ludwig van Beethoven,"Sonata No. 23 in F Minor, Op. 57 ",2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_10_R1_2015_wav--3.midi
Ludwig van Beethoven,"Sonata No. 23 in F Minor, Op. 57, First Movement",2011/MIDI-Unprocessed_12_R2_2011_MID--AUDIO_R2-D4_03_Track03_wav.midi
Ludwig van Beethoven,"Sonata No. 23, Op. 57 in F Minor, Appassionata, I. Allegro assai",2017/MIDI-Unprocessed_045_PIANO045_MID--AUDIO-split_07-06-17_Piano-e_2-01_wav--2.midi
Ludwig van Beethoven,"Sonata No. 24 in F-Sharp Major, Op. 78",2008/MIDI-Unprocessed_11_R1_2008_01-04_ORIG_MID--AUDIO_11_R1_2008_wav--2.midi
Ludwig van Beethoven,"Sonata No. 24 in F-sharp Major, Op. 78, First Movement",2008/MIDI-Unprocessed_01_R1_2008_01-04_ORIG_MID--AUDIO_01_R1_2008_wav--2.midi
Ludwig van Beethoven,"Sonata No. 26 in 3-flat Major, Op. 81a (2nd & 3rd Movements)",2004/MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_02_Track02_wav.midi
Ludwig van Beethoven,"Sonata No. 26 in E-Flat Major, Op. 81a, Les Adiex, First Movement",2011/MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_14_Track14_wav.midi
Ludwig van Beethoven,"Sonata No. 26 in E-flat Major, Op. 81a, I. Das Lebewohl. Adagio - Allegro",2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--2.midi
Ludwig van Beethoven,"Sonata No. 27 in E Minor, Op. 90",2018/MIDI-Unprocessed_Recital4_MID--AUDIO_04_R1_2018_wav--3.midi
Ludwig van Beethoven,"Sonata No. 27 in E Minor, Op. 90, First Movement",2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--2.midi
Ludwig van Beethoven,"Sonata No. 27, Op. 90, I. Mit Lebhaftigkeit und durchaus mit Empfindung und Ausdruck",2017/MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--2.midi
Ludwig van Beethoven,"Sonata No. 28 in A Major, Op. 101 ",2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--3.midi
Ludwig van Beethoven,"Sonata No. 29 in B-flat Major, Op. 106",2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018_wav--1.midi
Ludwig van Beethoven,"Sonata No. 3 in C Major, Op. 2 No. 3, First Movement",2008/MIDI-Unprocessed_10_R1_2008_01-04_ORIG_MID--AUDIO_10_R1_2008_wav--2.midi
Ludwig van Beethoven,"Sonata No. 3 in C Major, Op. 2 No. 3, I. Allegro con brio",2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--3.midi
Ludwig van Beethoven,"Sonata No. 3 in C Major, Op. 2 No. 3, I. and II. ",2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_09_R1_2015_wav--2.midi
Ludwig van Beethoven,"Sonata No. 3, Op. 2 No. 3 in C major, I. Allegro con brio",2017/MIDI-Unprocessed_065_PIANO065_MID--AUDIO-split_07-07-17_Piano-e_3-01_wav--2.midi
Ludwig van Beethoven,"Sonata No. 30 in E Major, Op. 109",2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--2.midi
Ludwig van Beethoven,"Sonata No. 31 In A-flat Major, Op. 110",2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--2.midi
Ludwig van Beethoven,"Sonata No. 31 in A-Flat Major, Op. 110 ",2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_06_R1_2014_wav--3.midi
Ludwig van Beethoven,"Sonata No. 31 in A-flat Major, Op. 110, First movement",2011/MIDI-Unprocessed_14_R1_2011_MID--AUDIO_R1-D6_03_Track03_wav.midi
Ludwig van Beethoven,"Sonata No. 32 in C Minor, Op. 111",2009/MIDI-Unprocessed_06_R1_2009_01-02_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_02_WAV.midi
